Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
SAK26,2026-04-30,82.9,84.3,82.4,83.3,1.05,+1.28%,2729,12267
SAK26,2026-05-01,83.1,85.2,83.05,84.2,0.9,+1.08%,2432,12257
SAK26,2026-05-04,84.85,86.15,83.6,84.8,0.6,+0.71%,1234,12356
SAK26,2026-05-05,84.8,87.2,84.35,86.9,2.1,+2.48%,1447,12474
SAK26,2026-05-06,86.75,90.35,86.45,89.7,2.8,+3.22%,2404,12780
SAK26,2026-05-07,89.9,90.75,88.05,88.7,-1.,-1.11%,1265,12536
SAK26,2026-05-08,88.15,93.15,88,92.95,4.25,+4.79%,1813,12853
SAK26,2026-05-11,95.2,98.85,94.7,98.55,5.6,+6.02%,3483,12875
SAK26,2026-05-12,97.85,98.2,94,95.3,-3.25,-3.30%,2370,12418
SAK26,2026-05-13,95.2,96.35,90.6,91.25,-4.05,-4.25%,3203,12140
SAK26,2026-05-14,91.2,93.95,90.1,93.15,1.9,+2.08%,1931,12233
SAK26,2026-05-15,93.05,93.15,88.75,89.7,-3.45,-3.70%,2633,12691
SAK26,2026-05-18,86.75,86.95,83.55,85.15,-4.55,-5.07%,3516,12569
SAK26,2026-05-19,85.5,86.05,83.8,84.4,-0.75,-0.88%,1512,12631
SAK26,2026-05-20,84.3,87.2,84,86.25,1.85,+2.19%,7747,13290
SAK26,2026-05-21,85.95,88.2,85.45,87.95,1.7,+1.97%,8342,13812
SAK26,2026-05-22,87.65,87.95,84,84.6,-3.35,-3.81%,8588,14378
SAM26,2026-05-26,85.9,86.55,83.2,83.7,-0.9,-1.06%,10232,14216
SAM26,2026-05-27,83.7,84.75,82.9,83.8,0.1,+0.12%,11254,14314
SAM26,2026-05-28,82.55,82.9,75.5,82.25,-1.55,-1.85%,5808,13251
SAM26,2026-05-29,82,83.25,80.35,82.1,-0.15,-0.18%,2151,11974
SAM26,2026-06-01,82.05,83.35,79.1,81.15,-0.95,-1.16%,1065,12061
SAM26,2026-06-02,80.4,81.6,74.4,75.5,-5.65,-6.96%,2458,12156
SAM26,2026-06-03,75.35,75.7,70.8,71.95,-3.55,-4.70%,2870,12141
SAM26,2026-06-04,71.15,73.05,66.55,69.05,-2.9,-4.03%,2056,11920
SAM26,2026-06-05,68.8,69.05,61.4,63.55,-5.5,-7.97%,4312,11539
SAM26,2026-06-08,64.55,67.85,60.15,67.45,3.9,+6.14%,3572,11095
SAM26,2026-06-09,67.95,67.95,63.55,65.4,-2.05,-3.04%,2607,11395
SAM26,2026-06-10,65.5,65.7,63,63.5,-1.9,-2.91%,1162,11414
SAM26,2026-06-11,63.15,67.35,62.35,66.9,3.4,+5.35%,1912,11609
SAM26,2026-06-12,66.65,68.85,65.95,66.8,-0.1,-0.15%,1626,11430
